X,Y,SPECIES NAME
4507500,3388500,Acer pseudoplatanus
4232500,2762500,Acer pseudoplatanus
4165500,3019500,Acer pseudoplatanus
4561500,3426500,Acer pseudoplatanus
4326500,3036500,Acer pseudoplatanus
4232500,2914500,Acer pseudoplatanus
4288500,3519500,Acer pseudoplatanus
4465500,3381500,Acer pseudoplatanus
4170500,3054500,Acer pseudoplatanus
4288500,2771500,Acer pseudoplatanus
4320500,2912500,Acer pseudoplatanus
4276500,3189500,Acer pseudoplatanus
4408500,2857500,Acer pseudoplatanus
4558500,3214500,Acer pseudoplatanus
4365500,3462500,Acer pseudoplatanus
4303500,3129500,Acer pseudoplatanus
4441500,3098500,Acer pseudoplatanus
4437500,3090500,Acer pseudoplatanus
4494500,3228500,Acer pseudoplatanus
4562500,3070500,Acer pseudoplatanus
4413500,2797500,Acer pseudoplatanus
